system:index,CoordString,LATITUDE,LONGITUDE,PLOTID,batch,changeLC,2022LC,2016LC,.geo
382,"59.56229, 10.5931",59.56229,10.5931,id_30163670,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.593100773919081,59.5622878651262]}"
104,"59.80841, 10.53797",59.80841,10.53797,id_30317117,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.537973280926396,59.808405476777104]}"
59,"59.79584, 10.3492",59.79584,10.3492,id_30660267,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.349200184893185,59.795838158941734]}"
10,"59.4984, 10.49682",59.4984,10.49682,id_3111198,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.496818744202184,59.498398761782134]}"
359,"59.55277, 10.60061",59.55277,10.60061,id_31121810,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.600613030753802,59.55276558000497]}"
492,"59.71612, 10.37177",59.71612,10.37177,id_31136136,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.371768531917198,59.71612407074606]}"
291,"59.51843, 10.55833",59.51843,10.55833,id_31150634,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.558332072037414,59.51842750190466]}"
366,"59.79806, 10.4605",59.79806,10.4605,id_31161277,Asker_change_dw_2016_2022,1,1,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.460502273029155,59.79806211098762]}"
241,"59.80964, 10.50095",59.80964,10.50095,id_31706514,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.500945679579434,59.809641428778654]}"
45,"59.67725, 10.51722",59.67725,10.51722,id_31978784,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.517219186228807,59.677252030103446]}"
245,"59.56691, 10.5673",59.56691,10.5673,id_32029494,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.567299059044066,59.56691041426678]}"
76,"59.5006, 10.44498",59.5006,10.44498,id_32089098,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.444979245195695,59.500598538543464]}"
489,"59.82017, 10.3673",59.82017,10.3673,id_32251820,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.367304515941662,59.820168758346]}"
453,"59.73848, 10.32874",59.73848,10.32874,id_32353773,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.328741746044413,59.73847967602588]}"
526,"59.82673, 10.39255",59.82673,10.39255,id_32473849,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.39254616976389,59.82672948808686]}"
49,"59.68254, 10.39704",59.68254,10.39704,id_32907695,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.39703677623128,59.68253823545571]}"
315,"59.71468, 10.39767",59.71468,10.39767,id_33037378,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.397665491840645,59.71468347541881]}"
16,"59.61557, 10.59864",59.61557,10.59864,id_33042656,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.59863664224266,59.61557067852645]}"
271,"59.87077, 10.55014",59.87077,10.55014,id_33205188,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.550140888016543,59.870771187382886]}"
165,"59.63629, 10.59324",59.63629,10.59324,id_33384945,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.593236595749039,59.63629382557806]}"
96,"59.5855, 10.45889",59.5855,10.45889,id_33414671,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.458891275779795,59.58549703248897]}"
216,"59.61657, 10.56837",59.61657,10.56837,id_33538052,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.568370839198437,59.61656507418256]}"
244,"59.75103, 10.45774",59.75103,10.45774,id_3366438,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.45773720598601,59.75103232067097]}"
308,"59.744, 10.42789",59.744,10.42789,id_33703663,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.42789299706818,59.74399558765238]}"
398,"59.76618, 10.48493",59.76618,10.48493,id_3391109,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.484927780770382,59.76617533556828]}"
217,"59.70863, 10.5062",59.70863,10.5062,id_33914557,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.506196708575091,59.70863361403771]}"
498,"59.85488, 10.45567",59.85488,10.45567,id_34135284,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.455671840807183,59.85487515829923]}"
25,"59.80679, 10.49921",59.80679,10.49921,id_34186213,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.499212890167756,59.80678725209075]}"
260,"59.76724, 10.51738",59.76724,10.51738,id_34385777,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.517382814216143,59.76724167426053]}"
258,"59.52368, 10.59181",59.52368,10.59181,id_34516022,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.591809431136202,59.52368279923]}"
215,"59.78702, 10.42759",59.78702,10.42759,id_3466164,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.427593047685537,59.787017633640325]}"
192,"59.47682, 10.51405",59.47682,10.51405,id_3499043,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.514047065066219,59.476824471909914]}"
231,"59.66546, 10.42331",59.66546,10.42331,id_350926,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.423309347999156,59.66546132589799]}"
375,"59.64075, 10.43273",59.64075,10.43273,id_35492359,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.432728858905014,59.64075054341264]}"
110,"59.54771, 10.4401",59.54771,10.4401,id_35557993,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.440097601763366,59.54771436980594]}"
531,"59.76428, 10.47007",59.76428,10.47007,id_35664827,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.47006554383021,59.7642767487627]}"
36,"59.55189, 10.56182",59.55189,10.56182,id_35781125,Asker_change_dw_2016_2022,1,5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.561823851045476,59.55188693541123]}"
290,"59.52616, 10.57266",59.52616,10.57266,id_35911512,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.572655625994209,59.52615985062519]}"
211,"59.83132, 10.52886",59.83132,10.52886,id_35933545,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.528860706783831,59.831323660040724]}"
495,"59.78206, 10.46212",59.78206,10.46212,id_35961362,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.46211866628688,59.782057985183584]}"
111,"59.75856, 10.41018",59.75856,10.41018,id_36044010,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.410178945001666,59.75855640562934]}"
416,"59.58291, 10.54325",59.58291,10.54325,id_36044166,Asker_change_dw_2016_2022,2,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.543250783795916,59.58291358214921]}"
79,"59.76627, 10.53158",59.76627,10.53158,id_36160995,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.531583460775828,59.766268677858974]}"
179,"59.77007, 10.39161",59.77007,10.39161,id_36229506,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.391610434018624,59.770070243782364]}"
246,"59.59351, 10.43231",59.59351,10.43231,id_36719913,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.432312935280196,59.59351419368526]}"
164,"59.65612, 10.512",59.65612,10.512,id_37290161,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.512004999831642,59.65611646321139]}"
18,"59.75045, 10.53228",59.75045,10.53228,id_37296126,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.5322833536194,59.75045365199759]}"
147,"59.6779, 10.44355",59.6779,10.44355,id_37301231,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.443549167815865,59.67790354039313]}"
497,"59.75115, 10.33708",59.75115,10.33708,id_37469191,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.33707550780621,59.75114788606639]}"
68,"59.70246, 10.48815",59.70246,10.48815,id_37780125,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.488147497013266,59.702462806941725]}"
437,"59.73216, 10.36691",59.73216,10.36691,id_37782869,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.366911323802716,59.732160714886106]}"
98,"59.59728, 10.49714",59.59728,10.49714,id_37830170,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.497137628652496,59.59728004511249]}"
139,"59.70136, 10.41772",59.70136,10.41772,id_38021890,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.41772433436292,59.70135616914843]}"
338,"59.52202, 10.44908",59.52202,10.44908,id_38631066,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.44907745392087,59.52201856167185]}"
330,"59.54404, 10.52697",59.54404,10.52697,id_38768959,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.526967529635858,59.54403528352857]}"
494,"59.82223, 10.42714",59.82223,10.42714,id_38856207,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.427137321711687,59.8222277322963]}"
509,"59.87818, 10.49993",59.87818,10.49993,id_3914373,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.499925478205459,59.8781780924538]}"
522,"59.82633, 10.42196",59.82633,10.42196,id_39211726,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.421961302931804,59.82632515465765]}"
248,"59.53323, 10.58218",59.53323,10.58218,id_39514168,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.582180248720574,59.533230265460354]}"
172,"59.84048, 10.50608",59.84048,10.50608,id_39580525,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.506081168502494,59.840477504917416]}"
414,"59.74857, 10.3432",59.74857,10.3432,id_39994481,Asker_change_dw_2016_2022,2,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.343201100838762,59.74857078892092]}"
420,"59.74146, 10.38811",59.74146,10.38811,id_4000477,Asker_change_dw_2016_2022,3,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.388107849230654,59.741458218388644]}"
74,"59.55729, 10.62012",59.55729,10.62012,id_40235648,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.620116079846584,59.55728589180556]}"
176,"59.7787, 10.40782",59.7787,10.40782,id_40369585,Asker_change_dw_2016_2022,1,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.407822448972958,59.77869891941961]}"
439,"59.74477, 10.3459",59.74477,10.3459,id_40548690,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.345895645124966,59.74477127036684]}"
379,"59.70893, 10.51936",59.70893,10.51936,id_41017672,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.519363922205367,59.70893096479887]}"
430,"59.59139, 10.6152",59.59139,10.6152,id_41020336,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.615202239773447,59.59138682343681]}"
288,"59.83273, 10.56175",59.83273,10.56175,id_41391431,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.561753809206737,59.8327336909802]}"
360,"59.48075, 10.56207",59.48075,10.56207,id_41453193,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.56206921062492,59.48075015480046]}"
303,"59.59553, 10.59237",59.59553,10.59237,id_41679011,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.59237018983892,59.595528416679755]}"
155,"59.56218, 10.56442",59.56218,10.56442,id_41935274,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.564424633716772,59.56218460129938]}"
102,"59.57302, 10.49022",59.57302,10.49022,id_42221531,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.490217569072817,59.57301958464596]}"
2,"59.69623, 10.52998",59.69623,10.52998,id_42282108,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.529982969967197,59.69623391354733]}"
433,"59.74437, 10.39286",59.74437,10.39286,id_42321267,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.392855064429403,59.74437168225413]}"
30,"59.672, 10.50526",59.672,10.50526,id_42414787,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.505262944700442,59.67200099555366]}"
138,"59.59667, 10.6167",59.59667,10.6167,id_42559005,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.61669572646294,59.59666752162113]}"
368,"59.63451, 10.56194",59.63451,10.56194,id_42588182,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.561936271138888,59.63451491885071]}"
346,"59.85757, 10.54256",59.85757,10.54256,id_43538364,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.542563178602025,59.8575681752734]}"
131,"59.67967, 10.39621",59.67967,10.39621,id_436062,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.396207122136497,59.679673142489264]}"
356,"59.5527, 10.62043",59.5527,10.62043,id_4388877,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.620426666670014,59.55270142069739]}"
352,"59.49939, 10.48838",59.49939,10.48838,id_44206833,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.488383546014953,59.49939319144258]}"
237,"59.59732, 10.59263",59.59732,10.59263,id_44295442,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.592632164675347,59.59732153380082]}"
105,"59.73192, 10.51222",59.73192,10.51222,id_44363427,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.512224288572742,59.73191540612041]}"
506,"59.82835, 10.434",59.82835,10.434,id_44784047,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.433999569845215,59.82834995028686]}"
458,"59.87543, 10.47265",59.87543,10.47265,id_44868944,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.472648203841429,59.87543231952695]}"
319,"59.4928, 10.45171",59.4928,10.45171,id_44932590,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.451710528200822,59.49280002089247]}"
125,"59.71208, 10.3636",59.71208,10.3636,id_45067884,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.363603457016117,59.712077891725315]}"
464,"59.8086, 10.4738",59.8086,10.4738,id_45195368,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.473799709710397,59.80860117688941]}"
153,"59.64591, 10.48546",59.64591,10.48546,id_45695262,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.485464967421251,59.64591169908025]}"
44,"59.63545, 10.52846",59.63545,10.52846,id_45802677,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.528457217269905,59.63544838109702]}"
422,"59.61386, 10.42768",59.61386,10.42768,id_45895503,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.427684300146181,59.61386215608465]}"
22,"59.60346, 10.583",59.60346,10.583,id_45972127,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.582999178818678,59.60345588015254]}"
106,"59.55415, 10.41843",59.55415,10.41843,id_46046906,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.418432348259902,59.554147992141004]}"
224,"59.75663, 10.52616",59.75663,10.52616,id_46102168,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.52615801568762,59.756632129912596]}"
427,"59.59686, 10.47834",59.59686,10.47834,id_46115094,Asker_change_dw_2016_2022,3,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.478340024299559,59.59686481811956]}"
370,"59.73874, 10.39049",59.73874,10.39049,id_46137960,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.390485812420653,59.73873879774152]}"
156,"59.78706, 10.35562",59.78706,10.35562,id_46218107,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.355616002483568,59.78706082607524]}"
281,"59.602, 10.46049",59.602,10.46049,id_46350379,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.460492557805802,59.60200467480778]}"
470,"59.75492, 10.46342",59.75492,10.46342,id_46445443,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.463424529976637,59.754920766967366]}"
457,"59.74349, 10.39122",59.74349,10.39122,id_4654693,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.391217013481047,59.74349094456093]}"
340,"59.57923, 10.55831",59.57923,10.55831,id_46642593,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.558310323756132,59.57923249984692]}"
31,"59.86717, 10.54337",59.86717,10.54337,id_46693510,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.543365001982634,59.86716852075624]}"
478,"59.82442, 10.39031",59.82442,10.39031,id_4698080,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.390309317897314,59.82441812640076]}"
543,"59.82646, 10.41751",59.82646,10.41751,id_472191,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.417507752787946,59.82646300608131]}"
459,"59.72901, 10.37621",59.72901,10.37621,id_47334378,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.376209102908492,59.72901012961999]}"
486,"59.77708, 10.48167",59.77708,10.48167,id_47482043,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.481671698337498,59.77707915544072]}"
278,"59.65064, 10.41558",59.65064,10.41558,id_47912697,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.415583567244502,59.65063633538047]}"
367,"59.63886, 10.56693",59.63886,10.56693,id_47945691,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.566927428402526,59.638856247958856]}"
210,"59.71287, 10.39119",59.71287,10.39119,id_4820532,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.391189948176553,59.71286623673408]}"
310,"59.71671, 10.45127",59.71671,10.45127,id_48231375,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.451265433667306,59.71670655339847]}"
63,"59.75174, 10.49052",59.75174,10.49052,id_4828408,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.490516571601146,59.75174233842882]}"
120,"59.50977, 10.45244",59.50977,10.45244,id_48392049,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.452439441982476,59.509766671612596]}"
87,"59.70683, 10.43502",59.70683,10.43502,id_48395805,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.43501873264988,59.70682632850206]}"
188,"59.67351, 10.56055",59.67351,10.56055,id_4842015,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.560554266985582,59.67351051225753]}"
207,"59.85192, 10.38789",59.85192,10.38789,id_48483058,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.38788640196527,59.851924911883444]}"
403,"59.56028, 10.58805",59.56028,10.58805,id_48723255,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.588050809164208,59.56028346455006]}"
510,"59.52278, 10.45371",59.52278,10.45371,id_49038989,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.453705992328993,59.522775528894975]}"
123,"59.58692, 10.49951",59.58692,10.49951,id_49093677,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.49951107687473,59.58692438008818]}"
220,"59.70866, 10.364",59.70866,10.364,id_49203368,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.363997700950682,59.70866105150411]}"
372,"59.82458, 10.45025",59.82458,10.45025,id_49213487,Asker_change_dw_2016_2022,2,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.450247351447649,59.82457954914333]}"
305,"59.66699, 10.51107",59.66699,10.51107,id_49467583,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.511074588451553,59.666994505594765]}"
142,"59.74001, 10.45548",59.74001,10.45548,id_49615677,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.45547807627796,59.74001068574835]}"
503,"59.82955, 10.45599",59.82955,10.45599,id_49813433,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.455993484421816,59.82954542476829]}"
482,"59.78482, 10.44781",59.78482,10.44781,id_49955326,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.447808909405229,59.78482080611723]}"
209,"59.50526, 10.57751",59.50526,10.57751,id_50155399,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.577513663103689,59.50526409602749]}"
127,"59.66554, 10.41586",59.66554,10.41586,id_50249776,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.4158568693044,59.665541968196585]}"
157,"59.5978, 10.47537",59.5978,10.47537,id_50316185,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.475369104731852,59.59779643550378]}"
468,"59.72425, 10.45088",59.72425,10.45088,id_50452146,Asker_change_dw_2016_2022,3,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.450881104786724,59.72425489122977]}"
265,"59.60391, 10.53766",59.60391,10.53766,id_50487750,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.537656717497754,59.60390603488717]}"
501,"59.86481, 10.49879",59.86481,10.49879,id_50588702,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.49878768209832,59.86480940806917]}"
444,"59.72442, 10.45178",59.72442,10.45178,id_50850141,Asker_change_dw_2016_2022,3,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.45177762820993,59.724424605687275]}"
13,"59.5296, 10.43791",59.5296,10.43791,id_51456750,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.437910240856583,59.52959625131544]}"
423,"59.7449, 10.39341",59.7449,10.39341,id_51514088,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.393411066113801,59.7449046423557]}"
230,"59.52288, 10.54634",59.52288,10.54634,id_5168654,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.546340038012504,59.52288094050633]}"
118,"59.73392, 10.51712",59.73392,10.51712,id_52206373,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.51711799053479,59.73392464820477]}"
307,"59.59586, 10.52719",59.59586,10.52719,id_52554296,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.527191034463911,59.595855391796185]}"
376,"59.80374, 10.46646",59.80374,10.46646,id_52566804,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.466455006334744,59.80374371107769]}"
15,"59.83787, 10.52202",59.83787,10.52202,id_52625826,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.522023121714845,59.83786926817001]}"
392,"59.5771, 10.47924",59.5771,10.47924,id_52982480,Asker_change_dw_2016_2022,2,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.479243202807666,59.5770957883817]}"
229,"59.6769, 10.54757",59.6769,10.54757,id_53141653,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.547570340563755,59.67689757373689]}"
252,"59.7296, 10.43813",59.7296,10.43813,id_53376422,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.438128922380434,59.729604137342726]}"
56,"59.57894, 10.46675",59.57894,10.46675,id_5346887,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.466752537457657,59.578942722069485]}"
