system:index,CoordString,LATITUDE,LONGITUDE,PLOTID,batch,changeLC,2022LC,2016LC,.geo
472,"59.81684, 10.3595",59.81684,10.3595,id_53509859,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.35950010564749,59.81683692773339]}"
60,"59.7483, 10.52471",59.7483,10.52471,id_53536023,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.524710072859676,59.74829645059621]}"
194,"59.83426, 10.53114",59.83426,10.53114,id_53832638,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.531136437255292,59.83426096139449]}"
353,"59.66163, 10.53249",59.66163,10.53249,id_53890916,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.532488619321729,59.66162676538084]}"
269,"59.55698, 10.59391",59.55698,10.59391,id_54069539,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.593911701790423,59.55697887508853]}"
64,"59.62198, 10.611",59.62198,10.611,id_54122495,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.610997378484198,59.621975823714585]}"
24,"59.62037, 10.44888",59.62037,10.44888,id_54169818,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.448879762540587,59.620365436583924]}"
159,"59.5202, 10.49124",59.5202,10.49124,id_54732058,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.491244637159122,59.52019746944611]}"
11,"59.86347, 10.37426",59.86347,10.37426,id_54809298,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.374260193606657,59.863473363625054]}"
488,"59.57262, 10.61519",59.57262,10.61519,id_5503302,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.615187695849912,59.572615510063436]}"
477,"59.868, 10.54126",59.868,10.54126,id_55037217,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.541260348742338,59.868001460711426]}"
442,"59.69554, 10.41606",59.69554,10.41606,id_55458581,Asker_change_dw_2016_2022,3,5,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.416056873500274,59.69553650111664]}"
502,"59.74304, 10.41682",59.74304,10.41682,id_55956837,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.416820333110287,59.743037735485125]}"
183,"59.52266, 10.56507",59.52266,10.56507,id_55959750,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.565067981016933,59.52265822454163]}"
69,"59.56466, 10.50649",59.56466,10.50649,id_56194605,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.506485382057013,59.56466039942715]}"
527,"59.82486, 10.46506",59.82486,10.46506,id_5672208,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.465064442776796,59.82486447973395]}"
381,"59.80435, 10.46844",59.80435,10.46844,id_56812485,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.468442510486753,59.80435020907265]}"
516,"59.78091, 10.46011",59.78091,10.46011,id_57031233,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.46010907718681,59.78091278547764]}"
378,"59.65411, 10.57545",59.65411,10.57545,id_57117613,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.575447555894037,59.65411235722361]}"
347,"59.62134, 10.58189",59.62134,10.58189,id_57201608,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.581890651050614,59.621342385244034]}"
301,"59.68708, 10.53738",59.68708,10.53738,id_57630814,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.537381461361786,59.687076385958676]}"
214,"59.48724, 10.53005",59.48724,10.53005,id_57838236,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.53005295968482,59.48723627993997]}"
373,"59.75998, 10.45296",59.75998,10.45296,id_58199752,Asker_change_dw_2016_2022,2,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.452964274634878,59.759976389714616]}"
41,"59.7369, 10.50071",59.7369,10.50071,id_58507409,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.500707702136838,59.73689729893955]}"
397,"59.75069, 10.51218",59.75069,10.51218,id_58509149,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.512182623509425,59.75068650225236]}"
187,"59.54329, 10.53702",59.54329,10.53702,id_58698851,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.537016031548859,59.543288953711404]}"
530,"59.81037, 10.47584",59.81037,10.47584,id_58894062,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.475839224882519,59.81037451252809]}"
321,"59.77187, 10.42499",59.77187,10.42499,id_59314292,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.424987199357084,59.77186811698457]}"
407,"59.7654, 10.48222",59.7654,10.48222,id_59923413,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.482222441464138,59.76539757317648]}"
471,"59.55929, 10.43281",59.55929,10.43281,id_59959271,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.43280559838917,59.55929038783286]}"
54,"59.76871, 10.40135",59.76871,10.40135,id_60053787,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.401347541430978,59.76870948324173]}"
272,"59.77059, 10.34195",59.77059,10.34195,id_60146629,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.341948480334848,59.77058655991778]}"
158,"59.72191, 10.34178",59.72191,10.34178,id_60328402,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.341776517862247,59.72191225758388]}"
90,"59.46301, 10.5436",59.46301,10.5436,id_60575473,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.543604005109502,59.463006388275865]}"
521,"59.74583, 10.41623",59.74583,10.41623,id_60609283,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.4162266689328,59.745828234307126]}"
53,"59.58697, 10.54184",59.58697,10.54184,id_60758542,Asker_change_dw_2016_2022,1,5,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.541842710127762,59.586971803815416]}"
17,"59.76217, 10.32221",59.76217,10.32221,id_6077453,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.322205245806195,59.7621650772088]}"
228,"59.49116, 10.45376",59.49116,10.45376,id_60813808,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.45375941603449,59.491160610200076]}"
7,"59.81242, 10.37804",59.81242,10.37804,id_61120373,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.378041847335851,59.81242307771819]}"
326,"59.59402, 10.54589",59.59402,10.54589,id_61165416,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.545885528779557,59.59401947245973]}"
186,"59.73853, 10.49117",59.73853,10.49117,id_61750903,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.491173799907683,59.73853265225836]}"
103,"59.48029, 10.52515",59.48029,10.52515,id_62080156,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.525148306944462,59.480288012025625]}"
496,"59.87045, 10.49208",59.87045,10.49208,id_62223368,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.492075700813977,59.8704538084513]}"
441,"59.5822, 10.61689",59.5822,10.61689,id_62704322,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.616887062106857,59.58220483308566]}"
284,"59.78679, 10.38126",59.78679,10.38126,id_62796637,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.381260689797088,59.786793972613914]}"
479,"59.81388, 10.45139",59.81388,10.45139,id_62838384,Asker_change_dw_2016_2022,4,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.451387223512818,59.813879670860736]}"
43,"59.51298, 10.40469",59.51298,10.40469,id_62998809,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.40468676305751,59.512982626485176]}"
132,"59.58834, 10.4537",59.58834,10.4537,id_6315762,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.45370089863167,59.58833892464791]}"
539,"59.78319, 10.49709",59.78319,10.49709,id_63529205,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.497085319947644,59.78319130179081]}"
50,"59.58471, 10.44894",59.58471,10.44894,id_63934789,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.448939762015216,59.584709372184584]}"
247,"59.7639, 10.39723",59.7639,10.39723,id_64087374,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.397229240985016,59.76390363451767]}"
485,"59.83834, 10.44014",59.83834,10.44014,id_64242149,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.440139350363284,59.83834151249751]}"
52,"59.53818, 10.44942",59.53818,10.44942,id_64370088,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.449417651237939,59.53818114013078]}"
57,"59.81039, 10.55251",59.81039,10.55251,id_64466979,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.552506709082804,59.81039024622011]}"
190,"59.73968, 10.46098",59.73968,10.46098,id_64560037,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.46097909951048,59.7396801970485]}"
4,"59.59277, 10.49127",59.59277,10.49127,id_64917704,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.491268469085796,59.59276651999176]}"
146,"59.73859, 10.52516",59.73859,10.52516,id_6495225,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.525157625894746,59.7385915822288]}"
160,"59.50822, 10.46227",59.50822,10.46227,id_64972257,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.46226791265074,59.50822013735337]}"
23,"59.52998, 10.4602",59.52998,10.4602,id_65023927,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.460204443025386,59.52997803283043]}"
467,"59.70739, 10.5129",59.70739,10.5129,id_65287763,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.512895150526774,59.70738904508831]}"
504,"59.73731, 10.37299",59.73731,10.37299,id_65330699,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.372992083385668,59.73730621951683]}"
201,"59.7384, 10.39741",59.7384,10.39741,id_65402935,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.397409928378583,59.738395904710444]}"
460,"59.7933, 10.46047",59.7933,10.46047,id_65451505,Asker_change_dw_2016_2022,3,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.460472378622429,59.793302522081234]}"
452,"59.74154, 10.38865",59.74154,10.38865,id_6551075,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.388645107148985,59.74154235032328]}"
283,"59.62807, 10.60491",59.62807,10.60491,id_65539628,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.60490532835101,59.62806816456939]}"
263,"59.73421, 10.50005",59.73421,10.50005,id_65575384,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.500053615487035,59.734210427496926]}"
354,"59.80321, 10.55182",59.80321,10.55182,id_65597320,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.551816500890885,59.80321346578319]}"
528,"59.8734, 10.47756",59.8734,10.47756,id_65797187,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.47756004455939,59.87340151809419]}"
226,"59.60124, 10.5735",59.60124,10.5735,id_65980576,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.573503761465094,59.601235078228505]}"
325,"59.7134, 10.46588",59.7134,10.46588,id_66056355,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.465877715437832,59.71340087125208]}"
361,"59.75587, 10.36646",59.75587,10.36646,id_66373712,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.36645608590726,59.755874948715245]}"
517,"59.83278, 10.43098",59.83278,10.43098,id_66401595,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.43097877995022,59.832783459967054]}"
324,"59.7102, 10.30096",59.7102,10.30096,id_66635246,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.30095737459007,59.71019886047403]}"
282,"59.48742, 10.53712",59.48742,10.53712,id_66764140,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.537124988256803,59.487422762841966]}"
490,"59.78558, 10.43626",59.78558,10.43626,id_6689419,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.43626126238237,59.78557610536555]}"
309,"59.62519, 10.5975",59.62519,10.5975,id_67090951,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.59749826391275,59.625194752792915]}"
540,"59.66981, 10.53162",59.66981,10.53162,id_6721758,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.5316193177347,59.66980989481467]}"
77,"59.84631, 10.5067",59.84631,10.5067,id_6731556,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.506701568415183,59.8463080649312]}"
75,"59.55231, 10.47126",59.55231,10.47126,id_67369434,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.471255813245849,59.552307560109725]}"
314,"59.75268, 10.42186",59.75268,10.42186,id_67435815,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.421856283536421,59.752682781908916]}"
88,"59.64532, 10.43399",59.64532,10.43399,id_67648672,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.433988038628511,59.64531715438066]}"
429,"59.67109, 10.53754",59.67109,10.53754,id_68005119,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.537536946958792,59.67108787206646]}"
487,"59.81384, 10.36312",59.81384,10.36312,id_68396179,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.3631223244254,59.81383579974431]}"
21,"59.675, 10.42158",59.675,10.42158,id_68658402,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.421582950566624,59.67499997811396]}"
112,"59.56976, 10.52388",59.56976,10.52388,id_69177642,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.52388418148677,59.56975807392297]}"
204,"59.70183, 10.33848",59.70183,10.33848,id_69253728,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.3384847948291,59.70182871589298]}"
481,"59.76283, 10.46288",59.76283,10.46288,id_69331077,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.462880387764157,59.76283013578408]}"
402,"59.61756, 10.42625",59.61756,10.42625,id_69388565,Asker_change_dw_2016_2022,2,3,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.42624581049101,59.61756008965269]}"
20,"59.55407, 10.5138",59.55407,10.5138,id_69410638,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.513797483137727,59.554067829524904]}"
84,"59.82047, 10.36411",59.82047,10.36411,id_69424828,Asker_change_dw_2016_2022,1,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.364106741512632,59.82047136826258]}"
238,"59.50717, 10.53855",59.50717,10.53855,id_69446421,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.538553059284384,59.50716531434583]}"
358,"59.55294, 10.43077",59.55294,10.43077,id_69546036,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.430766374797784,59.55293601366322]}"
450,"59.74491, 10.3927",59.74491,10.3927,id_69546370,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.392699615348489,59.74491218509576]}"
333,"59.69059, 10.50521",59.69059,10.50521,id_69844619,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.505208885941482,59.69059273920455]}"
417,"59.69137, 10.47629",59.69137,10.47629,id_70201174,Asker_change_dw_2016_2022,2,3,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.476285069517187,59.691370310381615]}"
535,"59.83209, 10.4206",59.83209,10.4206,id_70417940,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.420601298997132,59.832087593324104]}"
408,"59.59287, 10.59703",59.59287,10.59703,id_70686937,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.597027255460421,59.59286708467397]}"
1,"59.7692, 10.44731",59.7692,10.44731,id_70799585,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.447310548367339,59.76919938533341]}"
476,"59.8188, 10.36047",59.8188,10.36047,id_708256,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.360471852659847,59.8188026523643]}"
266,"59.5227, 10.5078",59.5227,10.5078,id_71068504,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.507795121098061,59.522702178831075]}"
364,"59.58982, 10.59688",59.58982,10.59688,id_71394874,Asker_change_dw_2016_2022,1,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.596882529143057,59.589815130744846]}"
275,"59.86415, 10.46197",59.86415,10.46197,id_71819524,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.461970088760395,59.864145523972574]}"
462,"59.65513, 10.58756",59.65513,10.58756,id_71860575,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.58756361372877,59.65513384141399]}"
48,"59.76332, 10.36712",59.76332,10.36712,id_71870610,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.367116404807021,59.76332218820946]}"
529,"59.8697, 10.51866",59.8697,10.51866,id_71943200,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.518655155908943,59.86970099707462]}"
51,"59.85926, 10.36534",59.85926,10.36534,id_72053922,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.365337227604154,59.859255420847354]}"
140,"59.61294, 10.51751",59.61294,10.51751,id_72143110,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.517508896741946,59.61294264028686]}"
312,"59.51069, 10.50585",59.51069,10.50585,id_72224362,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.505845308150588,59.51068951847621]}"
85,"59.81844, 10.37847",59.81844,10.37847,id_72409863,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.378468451105888,59.818435744914495]}"
249,"59.62021, 10.57138",59.62021,10.57138,id_7243982,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.571377458055137,59.62021144796896]}"
171,"59.56821, 10.60099",59.56821,10.60099,id_72443380,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.600992291079292,59.56820924628885]}"
409,"59.78178, 10.48651",59.78178,10.48651,id_7270375,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.486511963933683,59.78178447867707]}"
512,"59.87709, 10.49273",59.87709,10.49273,id_72965075,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.492730509054073,59.877092290267704]}"
3,"59.75619, 10.34493",59.75619,10.34493,id_73698935,Asker_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.3449308479256,59.756186793865815]}"
47,"59.71475, 10.42505",59.71475,10.42505,id_74073557,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.425046578317327,59.714748432005784]}"
369,"59.69896, 10.52726",59.69896,10.52726,id_74093692,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.527264110732844,59.698959948512275]}"
434,"59.6142, 10.42983",59.6142,10.42983,id_74219245,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.42982556136776,59.614198058613326]}"
70,"59.55623, 10.60396",59.55623,10.60396,id_74251400,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.603962485603683,59.55622739706008]}"
212,"59.5391, 10.59413",59.5391,10.59413,id_75604732,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.594128490029888,59.539102903514745]}"
151,"59.61282, 10.48932",59.61282,10.48932,id_76136274,Asker_change_dw_2016_2022,1,5,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.489321063158213,59.6128169470635]}"
243,"59.5174, 10.42838",59.5174,10.42838,id_76186090,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.428376988781684,59.51739632995395]}"
537,"59.77623, 10.41983",59.77623,10.41983,id_76359318,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.419830063539642,59.77623476227534]}"
343,"59.6513, 10.53237",59.6513,10.53237,id_76865825,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.532372420312182,59.651299620711846]}"
129,"59.71715, 10.52311",59.71715,10.52311,id_77196687,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.52311477682592,59.71715022436506]}"
143,"59.58059, 10.60955",59.58059,10.60955,id_77283134,Asker_change_dw_2016_2022,1,4,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.609549170507744,59.58058872210818]}"
443,"59.80573, 10.38222",59.80573,10.38222,id_77396058,Asker_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.38222236483833,59.805733423262495]}"
42,"59.80343, 10.43756",59.80343,10.43756,id_77466751,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.437564055109332,59.80343393918245]}"
513,"59.55159, 10.57933",59.55159,10.57933,id_77846552,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.57932575478745,59.551587112713285]}"
395,"59.71704, 10.34389",59.71704,10.34389,id_78055349,Asker_change_dw_2016_2022,2,3,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.343892743865213,59.71704095580243]}"
465,"59.54935, 10.57126",59.54935,10.57126,id_78059817,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.571259767153483,59.549348992744235]}"
144,"59.84598, 10.4958",59.84598,10.4958,id_78252754,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.495799324321064,59.84598332973257]}"
473,"59.83022, 10.45977",59.83022,10.45977,id_78696186,Asker_change_dw_2016_2022,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.459769391011955,59.83022207476902]}"
82,"59.46847, 10.5375",59.46847,10.5375,id_78806774,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.537499394399441,59.46846729833216]}"
251,"59.54482, 10.41716",59.54482,10.41716,id_78919404,Asker_change_dw_2016_2022,1,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.417155818390723,59.544821351975855]}"
377,"59.84108, 10.45257",59.84108,10.45257,id_78919563,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.45257106402519,59.84107881325071]}"
451,"59.83334, 10.36124",59.83334,10.36124,id_7934985,Asker_change_dw_2016_2022,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.361243347319228,59.8333434956873]}"
374,"59.80207, 10.47173",59.80207,10.47173,id_79361079,Asker_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.471728886814823,59.80206823434722]}"
37,"59.77181, 10.3712",59.77181,10.3712,id_79584182,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.371203253271078,59.77181142495039]}"
78,"59.69134, 10.43027",59.69134,10.43027,id_79702311,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.430270049618345,59.69134093011886]}"
29,"59.62901, 10.60867",59.62901,10.60867,id_79717510,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.608674332160513,59.62900993085327]}"
345,"59.56384, 10.62061",59.56384,10.62061,id_79844130,Asker_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.62060785306901,59.56383638299339]}"
46,"59.88081, 10.35693",59.88081,10.35693,id_79917075,Asker_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.356930395673858,59.88080615493315]}"
