system:index,area,batch,classNumber,kommunenum,navn,.geo
00000000000000000003_4,743998.0,dw2022,5,3032,Gjerdrum,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_5,5.5013021E7,dw2022,6,3032,Gjerdrum,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003_6,286241.0,dw2022,8,3032,Gjerdrum,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_0,1.2218595E7,dw2022,1,3031,Nittedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_1,1.0563034E7,dw2022,2,3031,Nittedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_2,260789.0,dw2022,3,3031,Nittedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_3,4554193.0,dw2022,4,3031,Nittedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_4,600289.0,dw2022,5,3031,Nittedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_5,1.53693731E8,dw2022,6,3031,Nittedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_6,4335449.0,dw2022,8,3031,Nittedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_0,3.0156917E7,dw2022,1,3033,Ullensaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_1,6.9417832E7,dw2022,2,3033,Ullensaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_2,3212017.0,dw2022,3,3033,Ullensaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_3,1.146049E7,dw2022,4,3033,Ullensaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_4,2571735.0,dw2022,5,3033,Ullensaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_5,1.34062273E8,dw2022,6,3033,Ullensaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_6,1554341.0,dw2022,8,3033,Ullensaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013_7,11371.0,dw2022,9,3033,Ullensaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_0,1.3186446E7,dw2022,1,3029,Lørenskog,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_1,3853212.0,dw2022,2,3029,Lørenskog,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_2,75786.0,dw2022,3,3029,Lørenskog,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_3,1394301.0,dw2022,4,3029,Lørenskog,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_4,62059.0,dw2022,5,3029,Lørenskog,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_5,5.000449E7,dw2022,6,3029,Lørenskog,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a_6,1969299.0,dw2022,8,3029,Lørenskog,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_0,2.2595417E7,dw2022,1,3035,Eidsvoll,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_1,2.7134051E7,dw2022,2,3035,Eidsvoll,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_2,692149.0,dw2022,3,3035,Eidsvoll,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_3,1.4047663E7,dw2022,4,3035,Eidsvoll,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_4,4572391.0,dw2022,5,3035,Eidsvoll,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_5,3.19149954E8,dw2022,6,3035,Eidsvoll,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_6,6.8295529E7,dw2022,8,3035,Eidsvoll,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020_7,7930.0,dw2022,9,3035,Eidsvoll,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_0,9390980.0,dw2022,1,3028,Enebakk,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_1,1.8528386E7,dw2022,2,3028,Enebakk,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_2,120833.0,dw2022,3,3028,Enebakk,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_3,4494726.0,dw2022,4,3028,Enebakk,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_4,886913.0,dw2022,5,3028,Enebakk,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_5,1.65259126E8,dw2022,6,3028,Enebakk,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_6,202.0,dw2022,7,3028,Enebakk,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e_7,3.3901014E7,dw2022,8,3028,Enebakk,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_0,9682956.0,dw2022,1,3054,Lunner,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_1,1.9219716E7,dw2022,2,3054,Lunner,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_2,346512.0,dw2022,3,3054,Lunner,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_3,1.005154E7,dw2022,4,3054,Lunner,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_4,3811288.0,dw2022,5,3054,Lunner,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_5,2.31659075E8,dw2022,6,3054,Lunner,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_6,1.706637E7,dw2022,8,3054,Lunner,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070_7,4993.0,dw2022,9,3054,Lunner,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_0,1.185486E7,dw2022,1,3016,Rakkestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_1,9.6658195E7,dw2022,2,3016,Rakkestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_2,42998.0,dw2022,3,3016,Rakkestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_3,9155994.0,dw2022,4,3016,Rakkestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_4,6844735.0,dw2022,5,3016,Rakkestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_5,3.00153436E8,dw2022,6,3016,Rakkestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_6,25182.0,dw2022,7,3016,Rakkestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075_7,1.0136256E7,dw2022,8,3016,Rakkestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_0,4.6838467E7,dw2022,1,3024,Bærum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_1,7098349.0,dw2022,2,3024,Bærum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_2,167341.0,dw2022,3,3024,Bærum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_3,4422639.0,dw2022,4,3024,Bærum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_4,546958.0,dw2022,5,3024,Bærum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_5,1.30276643E8,dw2022,6,3024,Bærum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_6,484.0,dw2022,7,3024,Bærum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_7,2.7370161E7,dw2022,8,3024,Bærum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0_8,201.0,dw2022,9,3024,Bærum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_0,7771480.0,dw2022,1,3053,Jevnaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_1,8813857.0,dw2022,2,3053,Jevnaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_2,331229.0,dw2022,3,3053,Jevnaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_3,5692432.0,dw2022,4,3053,Jevnaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_4,3650140.0,dw2022,5,3053,Jevnaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_5,1.70021479E8,dw2022,6,3053,Jevnaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_6,6015.0,dw2022,7,3053,Jevnaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_7,2.9426551E7,dw2022,8,3053,Jevnaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2_8,100.0,dw2022,9,3053,Jevnaker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_0,6251176.0,dw2022,1,3013,Marker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_1,2.9345281E7,dw2022,2,3013,Marker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_2,3817.0,dw2022,3,3013,Marker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_3,8006641.0,dw2022,4,3013,Marker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_4,7247069.0,dw2022,5,3013,Marker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_5,3.21412788E8,dw2022,6,3013,Marker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_6,3353.0,dw2022,7,3013,Marker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_7,4.0626468E7,dw2022,8,3013,Marker,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4_8,3067.0,dw2022,9,3013,Marker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117_0,30956.0,dw2022,1,0301,Oslo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117_1,1680.0,dw2022,4,0301,Oslo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117_2,917.0,dw2022,5,0301,Oslo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117_3,331648.0,dw2022,6,0301,Oslo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117_4,118.0,dw2022,7,0301,Oslo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000117_5,120057.0,dw2022,8,0301,Oslo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138_0,4620123.0,dw2022,1,3037,Hurdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138_1,1482105.0,dw2022,2,3037,Hurdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138_2,12928.0,dw2022,3,3037,Hurdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138_3,8554989.0,dw2022,4,3037,Hurdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138_4,2737887.0,dw2022,5,3037,Hurdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138_5,2.45469288E8,dw2022,6,3037,Hurdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138_6,55702.0,dw2022,7,3037,Hurdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000138_7,2.2021256E7,dw2022,8,3037,Hurdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_0,1.1407507E7,dw2022,1,3017,Råde,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_1,3.2295128E7,dw2022,2,3017,Råde,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_2,100351.0,dw2022,3,3017,Råde,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_3,2692318.0,dw2022,4,3017,Råde,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_4,1209623.0,dw2022,5,3017,Råde,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_5,5.7490235E7,dw2022,6,3017,Råde,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_6,14183.0,dw2022,7,3017,Råde,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_7,5.3611921E7,dw2022,8,3017,Råde,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_8,42441.0,dw2022,9,3017,Råde,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c_0,2.1198328E7,dw2022,1,3034,Nes,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c_1,1.16924725E8,dw2022,2,3034,Nes,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c_2,114368.0,dw2022,3,3034,Nes,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c_3,1.5522424E7,dw2022,4,3034,Nes,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c_4,1.3732887E7,dw2022,5,3034,Nes,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c_5,4.4889934E8,dw2022,6,3034,Nes,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c_6,36934.0,dw2022,7,3034,Nes,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c_7,2.4335857E7,dw2022,8,3034,Nes,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013c_8,1798.0,dw2022,9,3034,Nes,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145_0,6658438.0,dw2022,1,3027,Rælingen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145_1,2457338.0,dw2022,2,3027,Rælingen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145_2,123198.0,dw2022,3,3027,Rælingen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145_3,2054970.0,dw2022,4,3027,Rælingen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145_4,64546.0,dw2022,5,3027,Rælingen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145_5,4.6543778E7,dw2022,6,3027,Rælingen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145_6,101810.0,dw2022,7,3027,Rælingen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000145_7,1.3677672E7,dw2022,8,3027,Rælingen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_0,8168729.0,dw2022,1,3011,Hvaler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_1,582538.0,dw2022,2,3011,Hvaler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_2,2255461.0,dw2022,3,3011,Hvaler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_3,1582830.0,dw2022,4,3011,Hvaler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_4,1.9139183E7,dw2022,5,3011,Hvaler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_5,5.5254524E7,dw2022,6,3011,Hvaler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_6,28279.0,dw2022,7,3011,Hvaler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_7,4.31348166E8,dw2022,8,3011,Hvaler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_8,199736.0,dw2022,9,3011,Hvaler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149_0,4.024998E7,dw2022,1,3003,Sarpsborg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149_1,6.0725918E7,dw2022,2,3003,Sarpsborg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149_2,168642.0,dw2022,3,3003,Sarpsborg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149_3,1.0557069E7,dw2022,4,3003,Sarpsborg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149_4,3916197.0,dw2022,5,3003,Sarpsborg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149_5,2.56190343E8,dw2022,6,3003,Sarpsborg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149_6,79098.0,dw2022,7,3003,Sarpsborg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149_7,5.5154426E7,dw2022,8,3003,Sarpsborg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000149_8,28478.0,dw2022,9,3003,Sarpsborg,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_0,3131942.0,dw2022,1,3012,Aremark,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_1,1.2657668E7,dw2022,2,3012,Aremark,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_2,1536.0,dw2022,3,3012,Aremark,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_3,5421565.0,dw2022,4,3012,Aremark,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_4,3462277.0,dw2022,5,3012,Aremark,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_5,2.61681249E8,dw2022,6,3012,Aremark,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_6,3.2913388E7,dw2022,8,3012,Aremark,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_0,1.2496543E7,dw2022,1,3036,Nannestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_1,3.5067303E7,dw2022,2,3036,Nannestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_2,192110.0,dw2022,3,3036,Nannestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_3,9849949.0,dw2022,4,3036,Nannestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_4,2372884.0,dw2022,5,3036,Nannestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_5,2.67305879E8,dw2022,6,3036,Nannestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_6,7609.0,dw2022,7,3036,Nannestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_7,1.3691176E7,dw2022,8,3036,Nannestad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_0,4827500.0,dw2022,1,3015,Skiptvet,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_1,2.5986396E7,dw2022,2,3015,Skiptvet,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_2,5289.0,dw2022,3,3015,Skiptvet,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_3,3662081.0,dw2022,4,3015,Skiptvet,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_4,620710.0,dw2022,5,3015,Skiptvet,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_5,5.8501432E7,dw2022,6,3015,Skiptvet,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_6,17961.0,dw2022,7,3015,Skiptvet,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_7,7582790.0,dw2022,8,3015,Skiptvet,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_8,712.0,dw2022,9,3015,Skiptvet,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_0,5.4256544E7,dw2022,1,3004,Fredrikstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_1,5.7649081E7,dw2022,2,3004,Fredrikstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_2,976039.0,dw2022,3,3004,Fredrikstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_3,4711916.0,dw2022,4,3004,Fredrikstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_4,9317220.0,dw2022,5,3004,Fredrikstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_5,1.54599606E8,dw2022,6,3004,Fredrikstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_6,292650.0,dw2022,7,3004,Fredrikstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_7,2.77330427E8,dw2022,8,3004,Fredrikstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_8,19422.0,dw2022,9,3004,Fredrikstad,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158_0,9179.0,dw2022,1,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158_1,69727.0,dw2022,2,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158_2,2534.0,dw2022,4,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158_3,190734.0,dw2022,6,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_0,2.7189664E7,dw2022,1,3001,Halden,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_1,4.739149E7,dw2022,2,3001,Halden,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_2,201804.0,dw2022,3,3001,Halden,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_3,8104109.0,dw2022,4,3001,Halden,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_4,8528786.0,dw2022,5,3001,Halden,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_5,5.10197821E8,dw2022,6,3001,Halden,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_6,5353.0,dw2022,7,3001,Halden,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_7,5.9805121E7,dw2022,8,3001,Halden,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_8,8391.0,dw2022,9,3001,Halden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_0,1.2269377E7,dw2022,1,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_1,1.1255089E7,dw2022,2,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_2,68061.0,dw2022,3,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_3,1353622.0,dw2022,4,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_4,1374527.0,dw2022,5,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_5,5.8213247E7,dw2022,6,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_6,3.0552527E7,dw2022,8,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_7,14841.0,dw2022,9,3022,Frogn,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_0,1.4460419E7,dw2022,1,3021,Ås,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_1,3.1952801E7,dw2022,2,3021,Ås,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_2,68249.0,dw2022,3,3021,Ås,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_3,3695635.0,dw2022,4,3021,Ås,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_4,640113.0,dw2022,5,3021,Ås,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_5,5.0112313E7,dw2022,6,3021,Ås,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_6,2613.0,dw2022,7,3021,Ås,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_7,2753353.0,dw2022,8,3021,Ås,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_8,17801.0,dw2022,9,3021,Ås,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083_0,2.6145108E7,dw2022,1,3020,Nordre Follo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083_1,3.3425016E7,dw2022,2,3020,Nordre Follo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083_2,111891.0,dw2022,3,3020,Nordre Follo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083_3,2825251.0,dw2022,4,3020,Nordre Follo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083_4,1080880.0,dw2022,5,3020,Nordre Follo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083_5,1.341258E8,dw2022,6,3020,Nordre Follo,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083_6,9864.0,dw2022,7,3020,Nordre Follo,"{""type"":""MultiPoint"",""coordinates"":[]}"
