system:index,area,batch,classNumber,kommunenum,navn,.geo
000000000000000000d4_0,3.8786508E7,dw2016,1,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_1,1.84573168E8,dw2016,2,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_2,3561703.0,dw2016,3,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_3,2.3432803E7,dw2016,4,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_4,9368555.0,dw2016,5,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_5,4.99766792E8,dw2016,6,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_6,70227.0,dw2016,7,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4_7,3.2207436E7,dw2016,8,3014,Indre Østfold,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_0,2.6721076E7,dw2016,1,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_1,2.8327192E7,dw2016,2,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_2,236034.0,dw2016,3,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_3,3113829.0,dw2016,4,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_4,941195.0,dw2016,5,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_5,6.8917912E7,dw2016,6,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_6,45615.0,dw2016,7,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_7,1.2374604E8,dw2016,8,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da_8,13200.0,dw2016,9,3002,Moss,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_0,4.1274035E7,dw2016,1,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_1,1.7548758E7,dw2016,2,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_2,217037.0,dw2016,3,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_3,3826706.0,dw2016,4,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_4,1853303.0,dw2016,5,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_5,2.42866262E8,dw2016,6,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_6,508.0,dw2016,7,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_7,3.7565328E7,dw2016,8,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_8,1367.0,dw2016,9,3005,Drammen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_0,5.3265444E7,dw2016,1,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_1,2.3037864E7,dw2016,2,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_2,427707.0,dw2016,3,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_3,7223890.0,dw2016,4,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_4,2246010.0,dw2016,5,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_5,2.80227459E8,dw2016,6,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_6,5176.0,dw2016,7,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_7,1.68383976E8,dw2016,8,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084_8,1419.0,dw2016,9,3025,Asker,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_0,1.7368957E7,dw2016,1,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_1,8.0891937E7,dw2016,2,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_2,378979.0,dw2016,3,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_3,1.1930854E7,dw2016,4,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_4,1.9500585E7,dw2016,5,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_5,9.37790104E8,dw2016,6,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_6,103672.0,dw2016,7,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_7,7.6835948E7,dw2016,8,3026,Aurskog-Høland,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_0,1.0881039E7,dw2016,1,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_1,1808348.0,dw2016,2,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_2,3.3307509E7,dw2016,3,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_3,9.27878E7,dw2016,4,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_4,2.38014434E8,dw2016,5,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_5,5.8893495E8,dw2016,6,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_6,2666773.0,dw2016,7,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_7,8.6527965E7,dw2016,8,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004_8,1.20049434E8,dw2016,9,3043,Ål,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_0,3011290.0,dw2016,1,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_1,2394324.0,dw2016,2,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_2,107364.0,dw2016,3,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_3,5676089.0,dw2016,4,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_4,2.768334E7,dw2016,5,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_5,3.85004701E8,dw2016,6,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_6,1908.0,dw2016,7,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_7,1.47034E7,dw2016,8,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014_8,1.0701789E7,dw2016,9,3051,Rollag,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_0,9768364.0,dw2016,1,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_1,1444588.0,dw2016,2,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_2,198424.0,dw2016,3,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_3,1.8834819E7,dw2016,4,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_4,6.7854344E7,dw2016,5,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_5,4.17582858E8,dw2016,6,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_6,329702.0,dw2016,7,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_7,1.5883966E7,dw2016,8,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017_8,605027.0,dw2016,9,3041,Gol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_0,3679597.0,dw2016,1,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_1,3012791.0,dw2016,2,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_2,456840.0,dw2016,3,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_3,4585731.0,dw2016,4,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_4,2.5047546E7,dw2016,5,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_5,4.98235207E8,dw2016,6,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_6,101.0,dw2016,7,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_7,1.8075172E7,dw2016,8,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018_8,8824461.0,dw2016,9,3050,Flesberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_0,6583526.0,dw2016,1,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_1,1056309.0,dw2016,2,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_2,6.7650855E7,dw2016,3,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_3,6.9953163E7,dw2016,4,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_4,2.1403742E8,dw2016,5,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_5,2.88308354E8,dw2016,6,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_6,468313.0,dw2016,7,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_7,4.0542502E7,dw2016,8,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c_8,6.4913231E7,dw2016,9,3042,Hemsedal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_0,1.0795557E7,dw2016,1,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_1,1249520.0,dw2016,2,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_2,2.4198419E7,dw2016,3,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_3,1.27680124E8,dw2016,4,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_4,4.51547755E8,dw2016,5,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_5,7.36228761E8,dw2016,6,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_6,2976433.0,dw2016,7,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_7,1.83582575E8,dw2016,8,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071_8,3.1627406E8,dw2016,9,3044,Hol,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_0,8783387.0,dw2016,1,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_1,1.6644661E7,dw2016,2,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_2,63957.0,dw2016,3,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_3,1.5535242E7,dw2016,4,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_4,5.7297739E7,dw2016,5,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_5,7.11501638E8,dw2016,6,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_6,2490.0,dw2016,7,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_7,2.3617884E7,dw2016,8,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077_8,9044692.0,dw2016,9,3045,Sigdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_0,2.9600189E7,dw2016,1,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_1,5.4320628E7,dw2016,2,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_2,1138928.0,dw2016,3,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_3,1.5684109E7,dw2016,4,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_4,2.8334385E7,dw2016,5,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_5,1.310494965E9,dw2016,6,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_6,126096.0,dw2016,7,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_7,1.15113767E8,dw2016,8,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081_8,292756.0,dw2016,9,3007,Ringerike,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_0,4746268.0,dw2016,1,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_1,3723797.0,dw2016,2,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_2,101464.0,dw2016,3,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_3,4730712.0,dw2016,4,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_4,1.1461901E7,dw2016,5,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_5,3.11553786E8,dw2016,6,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_6,1998.0,dw2016,7,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_7,3.401731E7,dw2016,8,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0_8,4144769.0,dw2016,9,3046,Krødsherad,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_0,2.0869538E7,dw2016,1,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_1,2.5744823E7,dw2016,2,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_2,437791.0,dw2016,3,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_3,8224608.0,dw2016,4,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_4,2770904.0,dw2016,5,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_5,2.26310313E8,dw2016,6,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_6,2.3171176E7,dw2016,8,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6_7,202.0,dw2016,9,3049,Lier,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_0,1.6467458E7,dw2016,1,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_1,3.0467123E7,dw2016,2,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_2,363824.0,dw2016,3,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_3,1.1705912E7,dw2016,4,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_4,5027190.0,dw2016,5,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_5,4.03977237E8,dw2016,6,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_6,4.9196612E7,dw2016,8,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7_7,27631.0,dw2016,9,3047,Modum,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_0,5621770.0,dw2016,1,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_1,360309.0,dw2016,2,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_2,3907786.0,dw2016,3,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_3,8.8481646E7,dw2016,4,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_4,1.088839094E9,dw2016,5,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_5,9.88682865E8,dw2016,6,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_6,6235961.0,dw2016,7,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_7,2.28627352E8,dw2016,8,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9_8,9.1383133E7,dw2016,9,3052,Nore og Uvdal,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_0,3334672.0,dw2016,1,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_1,1847495.0,dw2016,2,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_2,116293.0,dw2016,3,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_3,8525188.0,dw2016,4,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_4,9.4927636E7,dw2016,5,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_5,5.61403926E8,dw2016,6,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_6,4357.0,dw2016,7,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_7,2.9711728E7,dw2016,8,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb_8,4401013.0,dw2016,9,3039,Flå,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_0,7962141.0,dw2016,1,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_1,999935.0,dw2016,2,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_2,246132.0,dw2016,3,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_3,1.5255073E7,dw2016,4,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_4,9.7767678E7,dw2016,5,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_5,6.44133301E8,dw2016,6,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_6,650794.0,dw2016,7,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_7,3.3557443E7,dw2016,8,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_8,9061402.0,dw2016,9,3040,Nesbyen,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_0,2.0040014E7,dw2016,1,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_1,1.7915936E7,dw2016,2,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_2,43901.0,dw2016,3,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_3,1.0820701E7,dw2016,4,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_4,1.568782E7,dw2016,5,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_5,6.99338817E8,dw2016,6,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_6,2.898986E7,dw2016,8,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_7,252225.0,dw2016,9,3006,Kongsberg,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_0,6290201.0,dw2016,1,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_1,2.0340326E7,dw2016,2,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_2,163269.0,dw2016,3,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_3,1712928.0,dw2016,4,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_4,934188.0,dw2016,5,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_5,1.05740134E8,dw2016,6,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_6,38716.0,dw2016,7,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_7,5.7471735E7,dw2016,8,3038,Hole,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_0,1.8277127E7,dw2016,1,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_1,3.473708E7,dw2016,2,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_2,319983.0,dw2016,3,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_3,8433083.0,dw2016,4,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_4,2947392.0,dw2016,5,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_5,3.57805627E8,dw2016,6,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_6,6375.0,dw2016,7,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_7,3.4237136E7,dw2016,8,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_8,709.0,dw2016,9,3048,Øvre Eiker,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_0,9150391.0,dw2016,1,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_1,1736552.0,dw2016,2,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_2,16559.0,dw2016,3,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_3,911826.0,dw2016,4,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_4,480072.0,dw2016,5,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_5,4.8365404E7,dw2016,6,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_6,5.5881421E7,dw2016,8,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_7,8526.0,dw2016,9,3023,Nesodden,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_0,4601572.0,dw2016,1,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_1,2.5826113E7,dw2016,2,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_2,79506.0,dw2016,3,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_3,3891725.0,dw2016,4,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_4,2126609.0,dw2016,5,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_5,2.03786305E8,dw2016,6,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_6,28526.0,dw2016,7,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_7,1.661612E7,dw2016,8,3018,Våler,"{""type"":""MultiPoint"",""coordinates"":[]}"
