system:index,CoordString,LATITUDE,LONGITUDE,PLOTID,batch,changeLC,endLC,startLC,.geo
193,"59.98361, 10.38497",59.98361,10.38497,id_98773983,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.384972493997335,59.98361235575329]}"
376,"60.02533, 10.31853",60.02533,10.31853,id_98883776,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.31852881760353,60.0253332562472]}"
318,"59.98974, 10.33952",59.98974,10.33952,id_98895033,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.339518997221328,59.98973905600298]}"
409,"60.05867, 10.31698",60.05867,10.31698,id_98940740,Hole_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.316984350511126,60.05866591742784]}"
108,"60.08777, 10.17324",60.08777,10.17324,id_99093978,Hole_change_dw_2016_2022,1,2,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.173241763505766,60.08776791595998]}"
371,"60.08364, 10.23188",60.08364,10.23188,id_99122053,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.231875716481726,60.083642928088274]}"
338,"60.03061, 10.29397",60.03061,10.29397,id_99282972,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.293971705216372,60.03060501624027]}"
27,"60.09546, 10.15661",60.09546,10.15661,id_99387122,Hole_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.156612026900168,60.095457575507034]}"
94,"59.99222, 10.3156",59.99222,10.3156,id_99661493,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.315597933924247,59.99222466755128]}"
47,"60.06891, 10.35207",60.06891,10.35207,id_99695992,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.352071149949913,60.06890871005945]}"
