system:index,CoordString,LATITUDE,LONGITUDE,PLOTID,batch,changeLC,endLC,startLC,.geo
443,"60.80254, 8.95507",60.80254,8.95507,id_47122880,Gol_change_dw_2016_2020,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.955072685895248,60.802544303881255]}"
66,"60.7328, 9.14494",60.7328,9.14494,id_47174062,Gol_change_dw_2016_2020,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.144940773254072,60.73280252567385]}"
217,"60.79372, 8.90585",60.79372,8.90585,id_47240285,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.905853091333654,60.7937202045455]}"
103,"60.7755, 8.7627",60.7755,8.7627,id_47252426,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.762700569635772,60.77549730951899]}"
440,"60.70081, 8.92206",60.70081,8.92206,id_47313650,Gol_change_dw_2016_2020,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.922060735230271,60.700805690099926]}"
447,"60.78226, 9.1582",60.78226,9.1582,id_47339288,Gol_change_dw_2016_2020,3,5,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.158202203158739,60.78225770122131]}"
236,"60.74499, 9.16609",60.74499,9.16609,id_48121065,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.166089365039566,60.74498846290391]}"
29,"60.76855, 8.79487",60.76855,8.79487,id_48208981,Gol_change_dw_2016_2020,1,5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.79487456722817,60.76854729361853]}"
78,"60.76992, 8.90042",60.76992,8.90042,id_4823790,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.90041590770343,60.76992403411037]}"
164,"60.79783, 9.12447",60.79783,9.12447,id_48243478,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.124473571323772,60.79782549056142]}"
21,"60.77239, 8.78292",60.77239,8.78292,id_48323588,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.782917334752621,60.77238913597288]}"
350,"60.7136, 8.86596",60.7136,8.86596,id_48328603,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.86595710501066,60.713600314452755]}"
253,"60.84204, 8.9357",60.84204,8.9357,id_48442659,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.93569953750497,60.842040281077814]}"
435,"60.78469, 9.0023",60.78469,9.0023,id_48500451,Gol_change_dw_2016_2020,3,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.002295619040066,60.78468521070778]}"
281,"60.76305, 9.15077",60.76305,9.15077,id_48739905,Gol_change_dw_2016_2020,1,9,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.150766560834558,60.763052846753496]}"
502,"60.74162, 8.86951",60.74162,8.86951,id_4874850,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.869508388614827,60.74161606801685]}"
133,"60.76502, 8.84152",60.76502,8.84152,id_48772498,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.841515637874847,60.76501916869358]}"
277,"60.80533, 8.99182",60.80533,8.99182,id_48969640,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.991822333924693,60.80533480072205]}"
546,"60.69721, 8.92225",60.69721,8.92225,id_49042347,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.922252576193408,60.6972144750848]}"
254,"60.71436, 9.17619",60.71436,9.17619,id_49089522,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.17619320371105,60.714359596920026]}"
451,"60.75513, 8.76909",60.75513,8.76909,id_49175249,Gol_change_dw_2016_2020,3,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.769089383601544,60.75512779892052]}"
52,"60.69262, 9.10282",60.69262,9.10282,id_49201315,Gol_change_dw_2016_2020,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.102824394687223,60.69261863674248]}"
418,"60.82284, 8.98262",60.82284,8.98262,id_49210864,Gol_change_dw_2016_2020,2,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.982624457874477,60.8228413317456]}"
415,"60.69786, 8.95852",60.69786,8.95852,id_49577535,Gol_change_dw_2016_2020,2,1,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.958515566723317,60.69785908693635]}"
5,"60.68651, 9.10628",60.68651,9.10628,id_49726585,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.106283610745487,60.686510671841575]}"
248,"60.85178, 8.87532",60.85178,8.87532,id_50093671,Gol_change_dw_2016_2020,1,9,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.875316627365322,60.851783997445864]}"
461,"60.7349, 8.88806",60.7349,8.88806,id_50219557,Gol_change_dw_2016_2020,3,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.888055545792575,60.73489912570268]}"
289,"60.82665, 8.80535",60.82665,8.80535,id_50234546,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.805352198508952,60.82665188821003]}"
176,"60.72998, 8.76505",60.72998,8.76505,id_50235289,Gol_change_dw_2016_2020,1,5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.765053157589463,60.729981574267725]}"
219,"60.66992, 8.92836",60.66992,8.92836,id_5067539,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.928357243071543,60.66992373502552]}"
548,"60.72315, 8.90294",60.72315,8.90294,id_50734458,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.902943594721796,60.72314918024234]}"
188,"60.77296, 8.74877",60.77296,8.74877,id_5081252,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.748767004458102,60.77295804661383]}"
469,"60.68385, 8.83606",60.68385,8.83606,id_5138633,Gol_change_dw_2016_2020,3,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.836056587595179,60.68384881038886]}"
471,"60.73382, 8.88788",60.73382,8.88788,id_51702925,Gol_change_dw_2016_2020,3,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.887875937397732,60.73382158292575]}"
394,"60.70958, 8.88906",60.70958,8.88906,id_51714140,Gol_change_dw_2016_2020,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.889059702653723,60.70958118446332]}"
106,"60.74674, 9.12666",60.74674,9.12666,id_51776860,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.126660310713573,60.74673734945636]}"
193,"60.74244, 8.80531",60.74244,8.80531,id_51794641,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.805312079735248,60.74243609343539]}"
347,"60.76152, 8.99844",60.76152,8.99844,id_5196720,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.998440104807061,60.76152143476911]}"
240,"60.70637, 9.17468",60.70637,9.17468,id_52331258,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.174683859182672,60.70637086870523]}"
389,"60.75029, 8.83388",60.75029,8.83388,id_52436852,Gol_change_dw_2016_2020,2,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.833883260306362,60.75028560586612]}"
172,"60.73232, 9.08095",60.73232,9.08095,id_52799480,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.080949224906245,60.73231771364945]}"
16,"60.73365, 8.81435",60.73365,8.81435,id_52830965,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.814349837806484,60.73365018646304]}"
258,"60.7784, 8.97035",60.7784,8.97035,id_53279432,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.970346411159813,60.77839721532542]}"
36,"60.81451, 8.86076",60.81451,8.86076,id_53314735,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.86075599107378,60.8145104075495]}"
113,"60.77759, 8.96851",60.77759,8.96851,id_53378342,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.968511068563586,60.77758875888685]}"
250,"60.75838, 8.9944",60.75838,8.9944,id_53416232,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.994403276499435,60.75837894679137]}"
349,"60.74265, 9.22972",60.74265,9.22972,id_53756047,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.229720526521872,60.74265002927867]}"
346,"60.76466, 9.04212",60.76466,9.04212,id_5377869,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.042121283964324,60.76465721351153]}"
122,"60.84336, 8.81335",60.84336,8.81335,id_53865321,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.813346017735594,60.843362592943095]}"
68,"60.78233, 8.91948",60.78233,8.91948,id_5401276,Gol_change_dw_2016_2020,1,5,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.919475587730723,60.782326753503135]}"
200,"60.82481, 8.96571",60.82481,8.96571,id_54235829,Gol_change_dw_2016_2020,1,6,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.965706474906174,60.82481327128697]}"
524,"60.7781, 8.76048",60.7781,8.76048,id_54286267,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.760478000236732,60.77809705449438]}"
259,"60.8511, 8.92317",60.8511,8.92317,id_54352722,Gol_change_dw_2016_2020,1,6,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.923167254893448,60.851101601592866]}"
246,"60.7814, 8.87761",60.7814,8.87761,id_54417000,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.87761008266447,60.78139729880151]}"
514,"60.70127, 8.94569",60.70127,8.94569,id_54629626,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.945689023262707,60.701266262166364]}"
498,"60.72315, 8.90459",60.72315,8.90459,id_54712503,Gol_change_dw_2016_2020,4,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.904593275955582,60.72315036404615]}"
102,"60.76243, 8.85786",60.76243,8.85786,id_5522937,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.857861907282865,60.76243378493998]}"
363,"60.75307, 9.04467",60.75307,9.04467,id_55248578,Gol_change_dw_2016_2020,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.044674664914561,60.753074468084364]}"
233,"60.80865, 8.83579",60.80865,8.83579,id_55354981,Gol_change_dw_2016_2020,1,6,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.835786414409123,60.808646394948674]}"
